,home_team,home_score,home_scorers,away_team,away_score,away_scorers
1104,Blackburn Rovers,0,[],Manchester City,0,[]
1105,Chelsea,3,"['Cole', 'Lampard', 'Gudjohnsen']",Fulham,1,['Collins']
1106,Tottenham Hotspur,1,['Keane'],West Bromwich Albion,1,['Gera']
1107,Norwich City,2,"['Safri', 'Ashton']",Newcastle United,1,['Kluivert']
1108,Everton,1,['Ferguson'],Manchester United,0,[]
1109,Chelsea,0,[],Arsenal,0,[]
1110,Blackburn Rovers,1,['Pedersen'],Crystal Palace,0,[]
1111,Portsmouth,1,['Kamara'],Liverpool,2,"['Morientes', 'Garcia']"
1112,Aston Villa,0,[],Charlton Athletic,0,[]
1113,Bolton Wanderers,1,['Giannakopoulos'],Southampton,1,['Phillips']
1114,Middlesboro,1,['Zenden'],Fulham,1,['McBride']
1115,Southampton,2,"['Phillips', 'Crouch']",Aston Villa,3,"['Cole', 'Solano', 'Davis']"
1116,Liverpool,2,"['Garcia', 'Hyypi?']",Tottenham Hotspur,2,"['Edman', 'Keane']"
1117,Birmingham,0,[],Portsmouth,0,[]
1118,Crystal Palace,3,"['Kolkka', 'Hughes', 'Johnson']",Norwich City,3,"['Ashton', 'Ashton', 'McKenzie']"
1119,Fulham,1,['Morte'],Manchester City,1,['Reyna']
1120,Charlton Athletic,1,['Jeffers'],Bolton Wanderers,2,"['Okocha', 'Diouf']"
1121,Aston Villa,1,['Vassell'],West Bromwich Albion,1,['Robinson']
1122,Tottenham Hotspur,1,['Defoe'],Newcastle United,0,[]
1123,Everton,4,"['Arteta', 'Cahill', 'Cahill', 'Vaughan']",Crystal Palace,0,[]
1124,Norwich City,2,"['Ashton', 'McKenzie']",Manchester United,0,[]
1125,Portsmouth,4,"['Ayegbeni', 'Stone', 'Kamara', 'Lua-Lua']",Charlton Athletic,2,"['Fortune', 'Murphy']"
1126,Middlesboro,0,[],Arsenal,1,['Pires']
1127,Bolton Wanderers,3,"['Okocha', 'Nolan', 'Giannakopoulos']",Fulham,1,['Morte']
1128,Chelsea,1,['Drogba'],Birmingham,1,['Pandiani']
1129,Manchester City,1,['Musampa'],Liverpool,0,[]
1130,Fulham,3,"['Cole', 'McBride', 'Morte']",Portsmouth,1,['Lua-Lua']
1131,West Bromwich Albion,1,['Gera'],Everton,0,[]
1132,Crystal Palace,0,[],Middlesboro,1,['Queudrue']
1133,Southampton,1,['Phillips'],Chelsea,3,"['Lampard', 'Gudjohnsen', 'Gudjohnsen']"
1134,Manchester United,0,[],Blackburn Rovers,0,[]
1135,Birmingham,1,['Carter'],Tottenham Hotspur,1,['Kelly']
1136,Arsenal,4,"['Henry', 'Henry', 'Ljungberg', 'Henry']",Norwich City,1,['Huckerby']
1137,Newcastle United,0,[],Aston Villa,3,"['Angel', 'Barry', 'Barry']"
1138,Liverpool,1,['Biscan'],Bolton Wanderers,0,[]
1139,Liverpool,2,"['Gerrard', 'Garcia']",Everton,1,['Cahill']
1140,Middlesboro,1,['Hasselbaink'],Southampton,3,"['Jakobsson', 'Crouch', 'Crouch']"
1141,Birmingham,2,"['Heskey', 'Gray']",Aston Villa,0,[]
1142,Chelsea,4,"['Lampard', 'Cole', 'Kezman', 'Kezman']",Crystal Palace,1,['Riihilahti']
1143,Charlton Athletic,1,['Johansson'],West Bromwich Albion,4,"['Horsfield', 'Earnshaw', 'Earnshaw', 'Earnshaw']"
1144,Portsmouth,1,['Stone'],Newcastle United,1,['Dyer']
1145,Manchester United,1,['Ronaldo'],Fulham,0,[]
1146,Bolton Wanderers,1,['Giannakopoulos'],Norwich City,0,[]
1147,Tottenham Hotspur,2,"['Defoe', 'Keane']",Manchester City,1,['Reyna']
1148,Blackburn Rovers,0,[],Arsenal,1,['Persie']
1149,Charlton Athletic,2,"['Thomas', 'Murphy']",Tottenham Hotspur,0,[]
1150,Liverpool,0,[],Blackburn Rovers,0,[]
1151,Chelsea,1,['Drogba'],West Bromwich Albion,0,[]
1152,Manchester City,0,[],Bolton Wanderers,1,['Diouf']
1153,Everton,0,[],Blackburn Rovers,1,['Stead']
1154,West Bromwich Albion,2,"['Clement', 'Campbell']",Birmingham,0,[]
1155,Aston Villa,2,"['Laursen', 'Moore']",Middlesboro,0,[]
1156,Fulham,0,[],Charlton Athletic,0,[]
1157,Southampton,1,['Quashie'],Tottenham Hotspur,0,[]
1158,Norwich City,1,['McKenzie'],Chelsea,3,"['Cole', 'Kezman', 'Carvalho']"
1159,Arsenal,3,"['Henry', 'Henry', 'Henry']",Portsmouth,0,[]
1160,Crystal Palace,0,[],Manchester United,0,[]
1161,Newcastle United,1,['Robert'],Liverpool,0,[]
1162,Norwich City,2,"['Ashton', 'McKenzie']",Manchester City,3,"['Sibierski', 'Fowler', 'Fowler']"
1163,Middlesboro,2,"['Riggott', 'Graham']",Charlton Athletic,2,"['Holland', 'Bartlett']"
1164,Newcastle United,2,"['Bowyer', 'Dyer']",Bolton Wanderers,1,['Giannakopoulos']
1165,Crystal Palace,2,"['Johnson', 'Johnson']",Birmingham,0,[]
1166,Manchester United,2,"['Rooney', 'Rooney']",Portsmouth,1,['ONeill']
1167,Aston Villa,1,['Solano'],Everton,3,"['Osman', 'Cahill', 'Osman']"
1168,Tottenham Hotspur,2,"['Kanoute', 'Keane']",Fulham,0,[]
1169,Southampton,1,['Crouch'],Arsenal,1,['Ljungberg']
1170,West Bromwich Albion,0,[],Southampton,0,[]
1171,Arsenal,5,"['Bergkamp', 'Calderon', 'Henry', 'Vieira', 'Henry']",Crystal Palace,1,['Johnson']
1172,Everton,0,[],Chelsea,1,['Gudjohnsen']
1173,Bolton Wanderers,0,[],Middlesboro,0,[]
1174,Birmingham,2,"['Pandiani', 'Gray']",Liverpool,0,[]
1175,Blackburn Rovers,3,"['Pedersen', 'Dickov', 'Dickov']",Norwich City,0,[]
1176,Southampton,2,"['Crouch', 'Camara']",Everton,2,"['Beattie', 'Bent']"
1177,Chelsea,0,[],Manchester City,0,[]
1178,Newcastle United,1,['Dyer'],Charlton Athletic,1,['Rommedahl']
1179,Tottenham Hotspur,3,"['Mido', 'Mido', 'Keane']",Portsmouth,1,['Kamara']
1180,Liverpool,3,"['Morientes', 'Hyypi?', 'Baros']",Fulham,1,['Cole']
1181,Middlesboro,1,['Queudrue'],Blackburn Rovers,0,[]
1182,Aston Villa,1,['Angel'],Arsenal,3,"['Ljungberg', 'Henry', 'Cole']"
1183,Crystal Palace,0,[],Bolton Wanderers,1,['Nolan']
1184,Manchester United,2,"['Keane', 'Rooney']",Birmingham,0,[]
1185,Norwich City,3,"['Fleming', 'Doherty', 'Francis']",West Bromwich Albion,2,"['Earnshaw', 'Richardson']"
1186,Birmingham,2,"['Pandiani', 'Blake']",Southampton,1,['Camara']
1187,Everton,1,['Ferguson'],Norwich City,0,[]
1188,Manchester City,1,['Fowler'],Newcastle United,1,['Shearer']
1189,Blackburn Rovers,0,[],Chelsea,1,['Robben']
1190,Fulham,1,['Clark'],Aston Villa,1,['Angel']
1191,Arsenal,2,"['Vieira', 'Bergkamp']",Manchester United,4,"['Giggs', 'Ronaldo', 'Ronaldo', ""O'Shea""]"
1192,Portsmouth,2,"['Taylor', 'Ayegbeni']",Middlesboro,1,['Christie']
1193,Bolton Wanderers,3,"['Diouf', 'Haim', 'Davies']",Tottenham Hotspur,1,['Defoe']
1194,Charlton Athletic,1,['Bartlett'],Liverpool,2,"['Morientes', 'Riise']"
1195,West Bromwich Albion,2,"['Campbell', 'Earnshaw']",Crystal Palace,2,"['Johnson', 'Riihilahti']"
1196,Blackburn Rovers,0,[],Bolton Wanderers,1,['Diouf']
1197,Arsenal,1,['Bergkamp'],Newcastle United,0,[]
1198,Southampton,2,"['Prutton', 'Crouch']",Liverpool,0,[]
1199,Everton,0,[],Charlton Athletic,1,['Holland']
1200,Manchester United,3,"['Ronaldo', 'Saha', 'Scholes']",Aston Villa,1,['Barry']
1201,Crystal Palace,3,"['Leigertwood', 'Granville', 'Johnson']",Tottenham Hotspur,0,[]
1202,West Bromwich Albion,2,"['Campbell', 'Wallwork']",Manchester City,0,[]
1203,Norwich City,4,"['Francis', 'Ashton', 'McKenzie', 'Drury']",Middlesboro,4,"['Hasselbaink', 'Queudrue', 'Queudrue', 'Hasselbaink']"
1204,Chelsea,3,"['Drogba', 'Robben', 'Drogba']",Portsmouth,0,[]
1205,Middlesboro,1,['Zenden'],Everton,1,['Cahill']
1206,Fulham,1,['Diop'],West Bromwich Albion,0,[]
1207,Bolton Wanderers,1,['Giannakopoulos'],Arsenal,0,[]
1208,Tottenham Hotspur,0,[],Chelsea,2,"['Lampard', 'Lampard']"
1209,Portsmouth,0,[],Blackburn Rovers,1,['Pedersen']
1210,Manchester City,3,"['Phillips', 'Fowler', 'Phillips']",Crystal Palace,1,['Powell']
1211,Aston Villa,3,"['Ridgewell', 'Hendrie', 'Solano']",Norwich City,0,[]
1212,Charlton Athletic,3,"['Karkouri', 'Bartlett', 'Murphy']",Birmingham,1,['Melchiot']
1213,Liverpool,0,[],Manchester United,1,['Rooney']
1214,Newcastle United,2,"['Shearer', 'Bramble']",Southampton,1,['Crouch']
1215,Arsenal,1,['Ljungberg'],Manchester City,1,['Phillips']
1216,Everton,2,"['Stubbs', 'Osman']",Portsmouth,1,['Ayegbeni']
1217,Manchester United,0,[],Tottenham Hotspur,0,[]
1218,Birmingham,1,['Upson'],Bolton Wanderers,2,"['Diouf', 'Nolan']"
1219,Chelsea,2,"['Drogba', 'Drogba']",Middlesboro,0,[]
1220,Blackburn Rovers,1,['Emerton'],Charlton Athletic,0,[]
1221,Norwich City,1,['Jarvis'],Liverpool,2,"['Garcia', 'Riise']"
1222,West Bromwich Albion,0,[],Newcastle United,0,[]
1223,Crystal Palace,2,"['Johnson', 'Johnson']",Aston Villa,0,[]
1224,Liverpool,0,[],Chelsea,1,['Cole']
1225,Aston Villa,1,['Solano'],Blackburn Rovers,0,[]
1226,Middlesboro,0,[],Manchester United,2,"['Fletcher', 'Giggs']"
1227,Tottenham Hotspur,5,"['Marney', 'Ziegler', 'Mendes', 'Keane', 'Marney']",Everton,2,"['Cahill', 'McFadden']"
1228,Manchester City,2,"['Bosvelt', 'Phillips']",Southampton,1,['Phillips']
1229,Fulham,3,"['Cole', 'Cole', 'Radzinski']",Crystal Palace,1,['Johnson']
1230,Newcastle United,2,"['Ameobi', 'Bowyer']",Birmingham,1,['Heskey']
1231,Portsmouth,1,['Ayegbeni'],Norwich City,1,['Francis']
1232,Charlton Athletic,1,['Karkouri'],Arsenal,3,"['Ljungberg', 'Ljungberg', 'Persie']"
1233,Bolton Wanderers,1,['Diouf'],West Bromwich Albion,1,['Gera']
1234,Newcastle United,0,[],Arsenal,1,['Vieira']
1235,Aston Villa,0,[],Manchester United,1,['Giggs']
1236,Charlton Athletic,2,"['Karkouri', 'Hreidarsson']",Everton,0,[]
1237,Bolton Wanderers,0,[],Blackburn Rovers,1,['Dickov']
1238,Fulham,2,"['Legwinski', 'Radzinski']",Birmingham,3,"['Heskey', 'Carter', 'Savage']"
1239,Liverpool,1,['Pongolle'],Southampton,0,[]
1240,Middlesboro,2,"['Job', 'Job']",Norwich City,0,[]
1241,Tottenham Hotspur,1,['Defoe'],Crystal Palace,1,['Johnson']
1242,Portsmouth,0,[],Chelsea,2,"['Robben', 'Cole']"
1243,Chelsea,1,['Duff'],Aston Villa,0,[]
1244,Norwich City,0,[],Tottenham Hotspur,2,"['Keane', 'Brown']"
1245,Birmingham,2,"['Morrison', 'Heskey']",Middlesboro,0,[]
1246,Arsenal,2,"['Henry', 'Pires']",Fulham,0,[]
1247,Blackburn Rovers,2,"['Dickov', 'Todd']",Newcastle United,2,"['Dyer', 'Robert']"
1248,Everton,2,"['Cahill', 'Bent']",Manchester City,1,['Fowler']
1249,Southampton,0,[],Charlton Athletic,0,[]
1250,Manchester United,2,"['Giggs', 'Scholes']",Bolton Wanderers,0,[]
1251,Crystal Palace,0,[],Portsmouth,1,['Primus']
1252,West Bromwich Albion,0,[],Liverpool,5,"['Riise', 'Pongolle', 'Gerrard', 'Riise', 'Garcia']"
1253,Charlton Athletic,2,"['Thomas', 'Karkouri']",Fulham,1,['Radzinski']
1254,Portsmouth,0,[],Arsenal,1,['Campbell']
1255,Middlesboro,3,"['Hasselbaink', 'Job', 'Reiziger']",Aston Villa,0,[]
1256,Bolton Wanderers,0,[],Manchester City,1,['Barton']
1257,Tottenham Hotspur,5,"['Defoe', 'Defoe', 'Kanoute', 'Defoe', 'Keane']",Southampton,1,['Crouch']
1258,Blackburn Rovers,0,[],Everton,0,[]
1259,Birmingham,4,"['Savage', 'Morrison', 'Heskey', 'Anderton']",West Bromwich Albion,0,[]
1260,Chelsea,4,"['Duff', 'Lampard', 'Robben', 'Drogba']",Norwich City,0,[]
1261,Liverpool,1,['Gerrard'],Portsmouth,1,['Lua-Lua']
1262,Fulham,1,['Diop'],Manchester United,1,['Smith']
1263,Aston Villa,1,['Barry'],Birmingham,2,"['Morrison', 'Dunn']"
1264,Arsenal,2,"['Henry', 'Henry']",Chelsea,2,"['Terry', 'Gudjohnsen']"
1265,Everton,1,['Carsley'],Liverpool,0,[]
1266,West Bromwich Albion,0,[],Charlton Athletic,1,['Holland']
1267,Manchester City,0,[],Tottenham Hotspur,1,['Kanoute']
1268,Crystal Palace,0,[],Blackburn Rovers,0,[]
1269,Newcastle United,1,['Bowyer'],Portsmouth,1,['Stone']
1270,Norwich City,3,"['Svensson', 'Huckerby', 'Svensson']",Bolton Wanderers,2,"['Okocha', 'Hierro']"
1271,Middlesboro,3,"['Viduka', 'Viduka', 'Hasselbaink']",Manchester City,2,"['Fowler', 'Wright-Phillips']"
1272,Crystal Palace,0,[],Charlton Athletic,1,['Rommedahl']
1273,Chelsea,4,"['Lampard', 'Drogba', 'Robben', 'Kezman']",Newcastle United,0,[]
1274,Norwich City,0,[],Fulham,1,['Cole']
1275,Blackburn Rovers,0,[],Tottenham Hotspur,1,['Keane']
1276,Aston Villa,1,['Solano'],Liverpool,1,['Kewell']
1277,Manchester United,3,"['Scholes', 'Rooney', 'Ronaldo']",Southampton,0,[]
1278,Arsenal,3,"['Pires', 'Henry', 'Henry']",Birmingham,0,[]
1279,Tottenham Hotspur,2,"['Defoe', 'Kanoute']",Middlesboro,0,[]
1280,Newcastle United,1,['Bellamy'],Everton,1,['Carsley']
1281,Liverpool,2,"['Alonso', 'Mellor']",Arsenal,1,['Vieira']
1282,Southampton,2,"['Phillips', 'Jakobsson']",Crystal Palace,2,"['Johnson', 'Routledge']"
1283,Bolton Wanderers,0,[],Portsmouth,1,['Zeeuw']
1284,Charlton Athletic,0,[],Chelsea,4,"['Duff', 'Terry', 'Terry', 'Gudjohnsen']"
1285,Fulham,0,[],Blackburn Rovers,2,"['Gallagher', 'Dickov']"
1286,West Bromwich Albion,0,[],Manchester United,3,"['Scholes', 'Nistelrooy', 'Scholes']"
1287,Manchester City,2,"['Macken', 'Phillips']",Aston Villa,0,[]
1288,Birmingham,1,['Morrison'],Norwich City,1,['Huckerby']
1289,Aston Villa,1,['Solano'],Tottenham Hotspur,0,[]
1290,Blackburn Rovers,3,"['Jansen', 'Reid', 'Gallagher']",Birmingham,3,"['Anderton', 'Savage', 'Dunn']"
1291,Portsmouth,1,['ONeill'],Manchester City,3,"['Phillips', 'Sibierski', 'Bosvelt']"
1292,Chelsea,2,"['Duff', 'Tiago']",Bolton Wanderers,2,"['Davies', 'Jaidi']"
1293,Norwich City,2,"['Francis', 'Francis']",Southampton,1,['Beattie']
1294,Arsenal,1,['Pires'],West Bromwich Albion,1,['Earnshaw']
1295,Middlesboro,2,"['Riggott', 'Zenden']",Liverpool,0,[]
1296,Manchester United,2,"['Giggs', 'Scholes']",Charlton Athletic,0,[]
1297,Crystal Palace,0,[],Newcastle United,2,"['Kluivert', 'Bellamy']"
1298,Everton,1,['Ferguson'],Fulham,0,[]
1299,Newcastle United,1,['Shearer'],Manchester United,3,"['Rooney', 'Nistelrooy', 'Rooney']"
1300,Tottenham Hotspur,4,"['Naybet', 'Defoe', 'King', 'Kanoute']",Arsenal,5,"['Henry', 'Lauren', 'Vieira', 'Ljungberg', 'Pires']"
1301,Fulham,1,['Diop'],Chelsea,4,"['Lampard', 'Robben', 'Gallas', 'Tiago']"
1302,Manchester City,1,['Sibierski'],Blackburn Rovers,1,['Dickov']
1303,Bolton Wanderers,1,['Diouf'],Aston Villa,2,"['McCann', 'Hitzlsperger']"
1304,Charlton Athletic,4,"['Johansson', 'Johansson', 'Konchesky', 'Euell']",Norwich City,0,[]
1305,Liverpool,3,"['Baros', 'Baros', 'Baros']",Crystal Palace,2,"['Kolkka', 'Hughes']"
1306,Birmingham,0,[],Everton,1,['Gravesen']
1307,Middlesboro,1,['Boateng'],Bolton Wanderers,1,['Pedersen']
1308,Newcastle United,1,['Bellamy'],Fulham,4,"['John', 'Malbranque', 'Malbranque', 'Morte']"
1309,Manchester United,0,[],Manchester City,0,[]
1310,Norwich City,1,['Svensson'],Blackburn Rovers,1,['Dickov']
1311,Aston Villa,3,"['Whittingham', 'Angel', 'Solano']",Portsmouth,0,[]
1312,Tottenham Hotspur,2,"['Keane', 'Defoe']",Charlton Athletic,3,"['Bartlett', 'Bartlett', 'Thomas']"
1313,Crystal Palace,1,['Riihilahti'],Arsenal,1,['Henry']
1314,Chelsea,1,['Robben'],Everton,0,[]
1315,Southampton,2,"['Svensson', 'Svensson']",West Bromwich Albion,2,"['Greening', 'Earnshaw']"
1316,Liverpool,0,[],Birmingham,1,['Anderton']
1317,Manchester City,1,['Flood'],Norwich City,1,['Francis']
1318,Bolton Wanderers,2,"['Diouf', 'Davies']",Newcastle United,1,['Ambrose']
1319,Blackburn Rovers,2,"['Bothroyd', 'Emerton']",Liverpool,2,"['Riise', 'Baros']"
1320,Portsmouth,2,"['Unsworth', 'Ayegbeni']",Manchester United,0,[]
1321,Everton,1,['Bent'],Aston Villa,1,['Hendrie']
1322,Fulham,2,"['Morte', 'Cole']",Tottenham Hotspur,0,[]
1323,West Bromwich Albion,1,['Gera'],Chelsea,4,"['Gallas', 'Gudjohnsen', 'Duff', 'Lampard']"
1324,Arsenal,2,"['Henry', 'Persie']",Southampton,2,"['Delap', 'Delap']"
1325,Birmingham,0,[],Crystal Palace,1,['Johnson']
1326,Southampton,0,[],Birmingham,0,[]
1327,Manchester United,2,"['Nistelrooy', 'Rooney']",Arsenal,0,[]
1328,Newcastle United,4,"['Robert', 'Shearer', 'Elliott', 'Bellamy']",Manchester City,3,"['Phillips', 'Fowler', 'Phillips']"
1329,Middlesboro,1,['Downing'],Portsmouth,1,['Kamara']
1330,Aston Villa,2,"['Solano', 'Hendrie']",Fulham,0,[]
1331,Liverpool,2,"['Riise', 'Garcia']",Charlton Athletic,0,[]
1332,Tottenham Hotspur,1,['Keane'],Bolton Wanderers,2,"['Jaidi', 'Pedersen']"
1333,Crystal Palace,3,"['Hall', 'Johnson', 'Johnson']",West Bromwich Albion,0,[]
1334,Norwich City,2,"['McKenzie', 'Francis']",Everton,3,"['Kilbane', 'Bent', 'Ferguson']"
1335,Chelsea,4,"['Gudjohnsen', 'Gudjohnsen', 'Gudjohnsen', 'Duff']",Blackburn Rovers,0,[]
1336,Portsmouth,1,['Ayegbeni'],Tottenham Hotspur,0,[]
1337,Charlton Athletic,1,['Lisbie'],Newcastle United,1,['Bellamy']
1338,Arsenal,3,"['Pires', 'Henry', 'Pires']",Aston Villa,1,['Hendrie']
1339,West Bromwich Albion,0,[],Norwich City,0,[]
1340,Manchester City,1,['Anelka'],Chelsea,0,[]
1341,Blackburn Rovers,0,[],Middlesboro,4,"['Hasselbaink', 'Boateng', 'Hasselbaink', 'Hasselbaink']"
1342,Birmingham,0,[],Manchester United,0,[]
1343,Everton,1,['Osman'],Southampton,0,[]
1344,Bolton Wanderers,1,['Davies'],Crystal Palace,0,[]
1345,Crystal Palace,2,"['Johnson', 'Riihilahti']",Fulham,0,[]
1346,Manchester United,1,['Smith'],Middlesboro,1,['Downing']
1347,Birmingham,2,"['Yorke', 'Upson']",Newcastle United,2,"['Jenas', 'Butt']"
1348,Chelsea,1,['Cole'],Liverpool,0,[]
1349,Arsenal,4,"['Ljungberg', 'Henry', 'Henry', 'Calderon']",Charlton Athletic,0,[]
1350,Southampton,0,[],Manchester City,0,[]
1351,West Bromwich Albion,2,"['Kanu', 'Gera']",Bolton Wanderers,1,['Giannakopoulos']
1352,Norwich City,2,"['Huckerby', 'Charlton']",Portsmouth,2,"['Ayegbeni', 'Berger']"
1353,Blackburn Rovers,2,"['Ferguson', 'Emerton']",Aston Villa,2,"['Angel', 'Mellberg']"
1354,Everton,0,[],Tottenham Hotspur,1,['Pamarot']
1355,Charlton Athletic,1,['Karkouri'],Blackburn Rovers,0,[]
1356,Portsmouth,0,[],Everton,1,['Cahill']
1357,Liverpool,3,"['Baros', 'Garcia', 'Cisse']",Norwich City,0,[]
1358,Bolton Wanderers,1,['Jaidi'],Birmingham,1,['Izzet']
1359,Tottenham Hotspur,0,[],Manchester United,1,['Nistelrooy']
1360,Manchester City,0,[],Arsenal,1,['Cole']
1361,Middlesboro,0,[],Chelsea,1,['Drogba']
1362,Newcastle United,3,"['Kluivert', 'Milner', 'Shearer']",West Bromwich Albion,1,['Horsfield']
1363,Aston Villa,1,['Hendrie'],Crystal Palace,1,['Johnson']
1364,Fulham,1,['Radzinski'],Southampton,0,[]
1365,Chelsea,0,[],Tottenham Hotspur,0,[]
1366,Everton,1,['Bent'],Middlesboro,0,[]
1367,Crystal Palace,1,['Johnson'],Manchester City,2,"['Anelka', 'Anelka']"
1368,Arsenal,2,"['Henry', 'Pires']",Bolton Wanderers,2,"['Jaidi', 'Pedersen']"
1369,Birmingham,1,['Yorke'],Charlton Athletic,1,['Young']
1370,Blackburn Rovers,1,['Jansen'],Portsmouth,0,[]
1371,Norwich City,0,[],Aston Villa,0,[]
1372,West Bromwich Albion,1,['Kanu'],Fulham,1,['Cole']
1373,Charlton Athletic,0,[],Southampton,0,[]
1374,Tottenham Hotspur,0,[],Norwich City,0,[]
1375,Aston Villa,0,[],Chelsea,0,[]
1376,Middlesboro,2,"['Viduka', 'Viduka']",Birmingham,1,['Heskey']
1377,Liverpool,3,"['Gerrard', 'Finnan', 'Garcia']",West Bromwich Albion,0,[]
1378,Manchester City,0,[],Everton,1,['Cahill']
1379,Bolton Wanderers,2,"['Nolan', 'Ferdinand']",Manchester United,2,"['Heinze', 'Bellion']"
1380,Manchester United,0,[],Everton,0,[]
1381,Portsmouth,4,"['Berkovic', 'Ayegbeni', 'Ayegbeni', 'Ayegbeni']",Fulham,3,"['Cole', 'Morte', 'Morte']"
1382,Bolton Wanderers,1,['Davies'],Liverpool,0,[]
1383,Aston Villa,4,"['Mellberg', 'Cole', 'Barry', 'Angel']",Newcastle United,2,"['Kluivert', 'Brien']"
1384,Norwich City,1,['Huckerby'],Arsenal,4,"['Calderon', 'Henry', 'Pires', 'Bergkamp']"
1385,Tottenham Hotspur,1,['Defoe'],Birmingham,0,[]
1386,Everton,2,"['Osman', 'Osman']",West Bromwich Albion,1,['Dobie']
1387,Manchester City,4,"['Anelka', 'Sinclair', 'Anelka', 'Phillips']",Charlton Athletic,0,[]
1388,Blackburn Rovers,1,['Dickov'],Manchester United,1,['Smith']
1389,Newcastle United,2,"['Bellamy', 'Hughes']",Norwich City,2,"['Bentley', 'Doherty']"
1390,Fulham,0,[],Middlesboro,2,"['Viduka', 'Nemeth']"
1391,Arsenal,3,"['Henry', 'Fabregas', 'Calderon']",Blackburn Rovers,0,[]
1392,West Bromwich Albion,1,['Gera'],Tottenham Hotspur,1,['Defoe']
1393,Southampton,1,['Crouch'],Bolton Wanderers,2,"['Pedersen', 'Okocha']"
1394,Charlton Athletic,3,"['Jeffers', 'Jeffers', 'Young']",Aston Villa,0,[]
1395,Crystal Palace,0,[],Chelsea,2,"['Drogba', 'Tiago']"
1396,Birmingham,1,['Heskey'],Manchester City,0,[]
1397,Arsenal,5,"['Henry', 'Bergkamp', 'Pires', 'Calderon', 'Henry']",Middlesboro,3,"['Job', 'Hasselbaink', 'Queudrue']"
1398,West Bromwich Albion,1,['Clement'],Aston Villa,1,['Mellberg']
1399,Southampton,3,"['Phillips', 'Svensson', 'Beattie']",Blackburn Rovers,2,"['Ferguson', 'Dickov']"
1400,Manchester United,2,"['Bellion', 'Smith']",Norwich City,1,['McVeigh']
1401,Liverpool,2,"['Baros', 'Gerrard']",Manchester City,1,['Anelka']
1402,Birmingham,0,[],Chelsea,1,['Cole']
1403,Crystal Palace,1,['Hudson'],Everton,3,"['Gravesen', 'Gravesen', 'Bent']"
1404,Newcastle United,0,[],Tottenham Hotspur,1,['Atouba']
1405,Fulham,2,"['Cole', 'Cole']",Bolton Wanderers,0,[]
1406,Chelsea,1,['Gudjohnsen'],Manchester United,0,[]
1407,Everton,1,['Carsley'],Arsenal,4,"['Bergkamp', 'Calderon', 'Ljungberg', 'Pires']"
1408,Portsmouth,1,['Unsworth'],Birmingham,1,['Savage']
1409,Middlesboro,2,"['Downing', 'Hasselbaink']",Newcastle United,2,"['Bellamy', 'Shearer']"
1410,Aston Villa,2,"['Vassell', 'Cole']",Southampton,0,[]
1411,Tottenham Hotspur,1,['Defoe'],Liverpool,1,['Cisse']
1412,Manchester City,1,['Fowler'],Fulham,1,['Collins']
1413,Blackburn Rovers,1,['Short'],West Bromwich Albion,1,['Clement']
1414,Bolton Wanderers,4,"['Okocha', 'Pedersen', 'Okocha', 'Pedersen']",Charlton Athletic,1,['Lisbie']
1415,Norwich City,1,['Huckerby'],Crystal Palace,1,['Johnson']
1416,West Ham United,2,"['Fletcher', 'Benayoun']",Tottenham Hotspur,1,['Defoe']
1417,Fulham,1,['Helguson'],Middlesboro,0,[]
1418,Portsmouth,1,['Koroman'],Liverpool,3,"['Fowler', 'Crouch', 'Cisse']"
1419,Blackburn Rovers,2,"['Khizanishvili', 'Kuqi']",Manchester City,0,[]
1420,Aston Villa,2,"['Barry', 'Ridgewell']",Sunderland,1,['Collins']
1421,Everton,2,"['Anichebe', 'Ferguson']",West Bromwich Albion,2,"['Gera', 'Martinez']"
1422,Bolton Wanderers,1,['Te'],Birmingham,0,[]
1423,Arsenal,4,"['Pires', 'Henry', 'Henry', 'Henry']",Wigan Athletic,2,"['Scharner', 'Thompson']"
1424,Newcastle United,1,['Bramble'],Chelsea,0,[]
1425,Manchester City,1,['Sommeil'],Arsenal,3,"['Ljungberg', 'Reyes', 'Reyes']"
1426,Sunderland,2,"['Tallec', 'Brown']",Fulham,1,['Radzinski']
1427,Bolton Wanderers,1,['Te'],Middlesboro,1,['Johnson']
1428,Blackburn Rovers,1,['Reid'],Chelsea,0,[]
1429,Manchester United,0,[],Middlesboro,0,[]
1430,West Bromwich Albion,0,[],West Ham United,1,['Reo-Coker']
1431,Tottenham Hotspur,1,['Lennon'],Bolton Wanderers,0,[]
1432,Liverpool,3,"['Morientes', 'Gerrard', 'Gerrard']",Aston Villa,1,['Barry']
1433,Manchester City,1,['Dunne'],Fulham,2,"['John', 'Malbranque']"
1434,Chelsea,3,"['Gallas', 'Cole', 'Carvalho']",Manchester United,0,[]
